0,0,1484038415797,0,0
-0.0570,12,SS Wi-Fi Network,80:ea:96:eb:33:26,-79,8419926977,2437
-17.7386,12,aalto,24:01:c7:b9:1c:8f,-54,8402245407,5500
-17.7386,12,eduroam,00:27:0d:2f:f5:fd,-74,8402245359,5300
-17.7387,12,aalto,00:27:0d:08:c1:4f,-86,8402245342,5200
-0.0570,12,eduroam,00:27:0d:2f:e6:dd,-77,8419926997,5180
-17.7386,12,aalto open,24:01:c7:b9:1c:8e,-54,8402245395,5500
-17.7386,12,aalto open,00:27:0d:2f:f5:fe,-74,8402245384,5300
-41.6253,12,aalto open,24:01:c7:91:69:5e,-88,8378358729,5660
-17.7386,12,eduroam,24:01:c7:b9:1c:8d,-55,8402245420,5500
-41.6255,12,VTT,d4:d7:48:81:e9:20,-85,8378358531,2412
-17.7388,12,aalto open,24:01:c7:91:69:51,-73,8402245235,2412
-41.6253,12,eduroam,24:01:c7:91:69:5d,-89,8378358708,5660
-41.6254,12,aalto,00:27:0d:2f:f4:60,-88,8378358587,2462
-17.7388,12,aalto open,00:27:0d:2f:e6:d1,-70,8402245202,2412
-41.6254,12,aalto open,00:27:0d:08:c1:4e,-86,8378358640,5200
-41.6255,12,aalto,24:01:c7:91:69:50,-79,8378358504,2412
-41.6255,12,eduroam,00:27:0d:2f:e6:d2,-68,8378358516,2412
-41.6255,12,VTT-PDA,d4:d7:48:81:e9:22,-86,8378358539,2412
-17.7386,12,aalto,00:27:0d:2f:f5:ff,-74,8402245372,5300
-17.7387,12,VTT Visitor,d4:d7:48:81:e9:23,-84,8402245264,2412
-41.6255,12,aalto,00:27:0d:2f:f5:f0,-75,8378358523,2412
-0.0570,12,DIRECT-8B-HP ENVY 5640 series,d0:bf:9c:e5:16:8c,-86,8419926993,2437
-41.6254,12,eduroam,24:01:c7:91:69:52,-83,8378358554,2412
-41.6253,12,eduroam,00:27:0d:2f:f4:6d,-88,8378358718,5660
-41.6254,12,eduroam,00:27:0d:2f:f4:62,-89,8378358605,2462
-17.7386,12,aalto open,00:27:0d:2f:f4:6e,-89,8402245432,5660
-41.6254,12,aalto open,00:27:0d:08:c1:41,-85,8378358596,2462
-17.7388,12,zikiitta,58:48:22:75:0e:ee,-75,8402245249,2412
-17.7387,12,SS Wi-Fi Network,80:ea:96:eb:33:27,-88,8402245316,5180
-0.0570,12,aalto open,24:01:c7:b9:1c:81,-53,8419926988,2437
0.07221,13,Kontakt,CA:F0:7A:87:90:12,-77,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
0.08246,13,Kontakt,F6:F4:43:BF:2A:78,-98,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a4ba8acc508094b6f6e74616b74020a040a160dd0345a354434315d000000000000000000
0.22997,13,Kontakt,F2:7C:B0:2D:B2:1B,-68,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893efbd8d988c508094b6f6e74616b74020a040a160dd06532507a34315b000000000000000000
0.27075,13,Kontakt,D7:2B:87:29:F1:23,-94,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e912be7a2c508094b6f6e74616b74020a040a160dd030474264343162000000000000000000
0.28588,13,Kontakt,F4:2A:FF:C3:13:61,-86,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e68efa333c508094b6f6e74616b74020a040a160dd03638723334315f000000000000000000
0.30696,13,Kontakt,DA:8A:9C:57:49:E2,-79,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2bc03a8cc508094b6f6e74616b74020a040a160dd06936534f34315d000000000000000000
0.32075,13,Kontakt,D2:48:C0:58:92:5F,-68,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e279a054fc508094b6f6e74616b74020a040a160dd05179396834315d000000000000000000
0.37102,13,Kontakt,E5:CC:23:DC:7E:1B,-96,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ee727b627c508094b6f6e74616b74020a040a160dd06b67415234315c000000000000000000
0.42056,13,Kontakt,CA:F0:7A:87:90:12,-74,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
0.52382,13,Kontakt,C3:6D:AB:9F:8B:04,-56,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ef9f444bfc508094b6f6e74616b74020a040a160dd07554796834315e000000000000000000
0.58846,13,Kontakt,F2:7C:B0:2D:B2:1B,-69,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893efbd8d988c508094b6f6e74616b74020a040a160dd06532507a34315b000000000000000000
0.60716,13,Kontakt,CE:FA:1D:8D:48:28,-87,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a3230a2c508094b6f6e74616b74020a040a160dd042303873343160000000000000000000
0.63965,13,Kontakt,D7:2B:87:29:F1:23,-92,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e912be7a2c508094b6f6e74616b74020a040a160dd030474264343162000000000000000000
0.64661,13,Kontakt,F4:2A:FF:C3:13:61,-88,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e68efa333c508094b6f6e74616b74020a040a160dd03638723334315f000000000000000000
0.65606,13,Kontakt,C2:24:B6:F1:58:C5,-89,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e1b192bccc508094b6f6e74616b74020a040a160dd053746c78343161000000000000000000
0.67316,13,Kontakt,DA:8A:9C:57:49:E2,-77,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2bc03a8cc508094b6f6e74616b74020a040a160dd06936534f34315d000000000000000000
0.68095,13,Kontakt,D2:48:C0:58:92:5F,-67,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e279a054fc508094b6f6e74616b74020a040a160dd05179396834315d000000000000000000
0.72092,13,Kontakt,E5:CC:23:DC:7E:1B,-96,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ee727b627c508094b6f6e74616b74020a040a160dd06b67415234315c000000000000000000
0.75240,13,Kontakt,FC:53:69:7A:5C:4B,-93,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3cd43ef7c508094b6f6e74616b74020a040a160dd0755a7437343161000000000000000000
0.77971,13,Kontakt,CA:F0:7A:87:90:12,-72,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
0.87479,13,Kontakt,C3:6D:AB:9F:8B:04,-57,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ef9f444bfc508094b6f6e74616b74020a040a160dd07554796834315e000000000000000000
0.95531,13,Kontakt,CE:FA:1D:8D:48:28,-87,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a3230a2c508094b6f6e74616b74020a040a160dd042303873343160000000000000000000
1.00683,13,Kontakt,C2:24:B6:F1:58:C5,-91,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e1b192bccc508094b6f6e74616b74020a040a160dd053746c78343161000000000000000000
1.01415,13,Kontakt,F4:2A:FF:C3:13:61,-90,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e68efa333c508094b6f6e74616b74020a040a160dd03638723334315f000000000000000000
1.02328,13,Kontakt,DA:8A:9C:57:49:E2,-76,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2bc03a8cc508094b6f6e74616b74020a040a160dd06936534f34315d000000000000000000
1.03247,13,Kontakt,D2:48:C0:58:92:5F,-65,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e279a054fc508094b6f6e74616b74020a040a160dd05179396834315d000000000000000000
1.07893,13,Kontakt,E5:CC:23:DC:7E:1B,-94,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ee727b627c508094b6f6e74616b74020a040a160dd06b67415234315c000000000000000000
1.14267,13,Kontakt,CA:F0:7A:87:90:12,-74,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
1.22043,13,Kontakt,C3:6D:AB:9F:8B:04,-57,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ef9f444bfc508094b6f6e74616b74020a040a160dd07554796834315e000000000000000000
1.23282,13,Charge HR,C3:2E:8E:8D:02:47,-91,0,7936,0201061106ba5689a6fabfa2bd01467d6e00fbabad09160a181204c63400000a09436861726765204852020afa0000000000000000000000000000000000
1.29193,13,Kontakt,F2:7C:B0:2D:B2:1B,-72,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893efbd8d988c508094b6f6e74616b74020a040a160dd06532507a34315b000000000000000000
1.31036,13,Kontakt,CE:FA:1D:8D:48:28,-87,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a3230a2c508094b6f6e74616b74020a040a160dd042303873343160000000000000000000
1.32522,13,Kontakt,D7:2B:87:29:F1:23,-92,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e912be7a2c508094b6f6e74616b74020a040a160dd030474264343162000000000000000000
1.35198,13,Kontakt,C2:24:B6:F1:58:C5,-89,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e1b192bccc508094b6f6e74616b74020a040a160dd053746c78343161000000000000000000
1.35924,13,Kontakt,F4:2A:FF:C3:13:61,-89,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e68efa333c508094b6f6e74616b74020a040a160dd03638723334315f000000000000000000
1.37552,13,Kontakt,DA:8A:9C:57:49:E2,-78,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2bc03a8cc508094b6f6e74616b74020a040a160dd06936534f34315d000000000000000000
1.38412,13,Kontakt,D2:48:C0:58:92:5F,-65,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e279a054fc508094b6f6e74616b74020a040a160dd05179396834315d000000000000000000
1.44447,13,Kontakt,E5:CC:23:DC:7E:1B,-96,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ee727b627c508094b6f6e74616b74020a040a160dd06b67415234315c000000000000000000
1.46437,13,Kontakt,FC:53:69:7A:5C:4B,-94,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3cd43ef7c508094b6f6e74616b74020a040a160dd0755a7437343161000000000000000000
1.49276,13,Kontakt,CA:F0:7A:87:90:12,-76,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
1.57060,13,Kontakt,C3:6D:AB:9F:8B:04,-62,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ef9f444bfc508094b6f6e74616b74020a040a160dd07554796834315e000000000000000000
1.65261,13,Kontakt,F2:7C:B0:2D:B2:1B,-72,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893efbd8d988c508094b6f6e74616b74020a040a160dd06532507a34315b000000000000000000
1.67122,13,Kontakt,CE:FA:1D:8D:48:28,-87,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a3230a2c508094b6f6e74616b74020a040a160dd042303873343160000000000000000000
1.68304,13,Kontakt,D7:2B:87:29:F1:23,-90,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e912be7a2c508094b6f6e74616b74020a040a160dd030474264343162000000000000000000
1.71428,13,Kontakt,C2:24:B6:F1:58:C5,-89,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e1b192bccc508094b6f6e74616b74020a040a160dd053746c78343161000000000000000000
1.73119,13,Kontakt,F4:2A:FF:C3:13:61,-85,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e68efa333c508094b6f6e74616b74020a040a160dd03638723334315f000000000000000000
1.74272,13,Kontakt,DA:8A:9C:57:49:E2,-84,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2bc03a8cc508094b6f6e74616b74020a040a160dd06936534f34315d000000000000000000
1.76094,13,Kontakt,D2:48:C0:58:92:5F,-68,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e279a054fc508094b6f6e74616b74020a040a160dd05179396834315d000000000000000000
1.82641,13,Kontakt,FC:53:69:7A:5C:4B,-92,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3cd43ef7c508094b6f6e74616b74020a040a160dd0755a7437343161000000000000000000
1.86011,13,Kontakt,CA:F0:7A:87:90:12,-73,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e3e6f49d5c508094b6f6e74616b74020a040a160dd079355458343161000000000000000000
1.93031,13,Kontakt,C3:6D:AB:9F:8B:04,-58,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893ef9f444bfc508094b6f6e74616b74020a040a160dd07554796834315e000000000000000000
2.01193,13,Kontakt,F2:7C:B0:2D:B2:1B,-75,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893efbd8d988c508094b6f6e74616b74020a040a160dd06532507a34315b000000000000000000
2.04424,13,Kontakt,CE:FA:1D:8D:48:28,-87,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e2a3230a2c508094b6f6e74616b74020a040a160dd042303873343160000000000000000000
2.05211,13,Kontakt,D7:2B:87:29:F1:23,-88,0,7936,0201061aff4c000215f7826da64fa24e988024bc5b71e0893e912be7a2c508094b6f6e74616b74020a040a160dd030474264343162000000000000000000
